"PrimaryID","ENSEMBL","SYMBOL","ENTREZID","REFSEQ","GENENAME"
"ENSG00000163378","ENSG00000163378","EOGT","285203","NM_001278689","EGF domain specific O-linked N-acetylglucosamine transferase"
"ENSG00000163380","ENSG00000163380","LMOD3","56203","NM_001304418","leiomodin 3"
"ENSG00000163389","ENSG00000163389","POGLUT1","56983","NM_152305","protein O-glucosyltransferase 1"
"ENSG00000163393","ENSG00000163393","SLC22A15","55356","NM_018420","solute carrier family 22 member 15"
"ENSG00000163394","ENSG00000163394","CCKAR","886","NM_000730","cholecystokinin A receptor"
"ENSG00000163395","ENSG00000163395","IGFN1","91156","NM_001164586","immunoglobulin-like and fibronectin type III domain containing 1"
"ENSG00000163399","ENSG00000163399","ATP1A1","476","NM_000701","ATPase Na+/K+ transporting subunit alpha 1"
"ENSG00000163406","ENSG00000163406","SLC15A2","6565","NM_001145998","solute carrier family 15 member 2"
"ENSG00000163412","ENSG00000163412","EIF4E3","317649","NM_001134649","eukaryotic translation initiation factor 4E family member 3"
"ENSG00000163421","ENSG00000163421","PROK2","60675","NM_001126128","prokineticin 2"
"ENSG00000163424","ENSG00000163424","C3orf30","152405","NM_152539","chromosome 3 open reading frame 30"
"ENSG00000163428","ENSG00000163428","LRRC58","116064","NM_001099678","leucine rich repeat containing 58"
"ENSG00000163430","ENSG00000163430","FSTL1","11167","NM_007085","follistatin like 1"
"ENSG00000163431","ENSG00000163431","LMOD1","25802","NM_012134","leiomodin 1"
"ENSG00000163435","ENSG00000163435","ELF3","1999","NM_001114309","E74 like ETS transcription factor 3"
"ENSG00000163440","ENSG00000163440","PDCL2","132954","NM_152401","phosducin like 2"
"ENSG00000163444","ENSG00000163444","TMEM183A","92703","NM_001322955","transmembrane protein 183A"
"ENSG00000163449","ENSG00000163449","TMEM169","92691","NM_001142310","transmembrane protein 169"
"ENSG00000163453","ENSG00000163453","IGFBP7","3490","NM_001253835","insulin like growth factor binding protein 7"
"ENSG00000163462","ENSG00000163462","TRIM46","80128","NM_001256599","tripartite motif containing 46"
"ENSG00000163463","ENSG00000163463","KRTCAP2","200185","NM_173852","keratinocyte associated protein 2"
"ENSG00000163464","ENSG00000163464","CXCR1","3577","NM_000634","C-X-C motif chemokine receptor 1"
"ENSG00000163466","ENSG00000163466","ARPC2","10109","NM_005731","actin related protein 2/3 complex subunit 2"
"ENSG00000163467","ENSG00000163467","TSACC","128229","NM_001304817","TSSK6 activating cochaperone"
"ENSG00000163468","ENSG00000163468","CCT3","7203","NM_001008800","chaperonin containing TCP1 subunit 3"
"ENSG00000163472","ENSG00000163472","TMEM79","84283","NM_032323","transmembrane protein 79"
"ENSG00000163479","ENSG00000163479","SSR2","6746","NM_003145","signal sequence receptor subunit 2"
"ENSG00000163481","ENSG00000163481","RNF25","64320","NM_022453","ring finger protein 25"
"ENSG00000163482","ENSG00000163482","STK36","27148","NM_001243313","serine/threonine kinase 36"
"ENSG00000163485","ENSG00000163485","ADORA1","134","NM_000674","adenosine A1 receptor"
"ENSG00000163491","ENSG00000163491","NEK10","152110","NM_001031741","NIMA related kinase 10"
"ENSG00000163492","ENSG00000163492","CCDC141","285025","NM_001316745","coiled-coil domain containing 141"
"ENSG00000163497","ENSG00000163497","FEV","54738","NM_017521","FEV, ETS transcription factor"
"ENSG00000163499","ENSG00000163499","CRYBA2","1412","NM_057093","crystallin beta A2"
"ENSG00000163501","ENSG00000163501","IHH","3549","NM_002181","indian hedgehog"
"ENSG00000163508","ENSG00000163508","EOMES","8320","NM_001278182","eomesodermin"
"ENSG00000163510","ENSG00000163510","CWC22","57703","NM_020943","CWC22 spliceosome associated protein homolog"
"ENSG00000163512","ENSG00000163512","AZI2","64343","NM_001134432","5-azacytidine induced 2"
"ENSG00000163513","ENSG00000163513","TGFBR2","7048","NM_001024847","transforming growth factor beta receptor 2"
"ENSG00000163515","ENSG00000163515","RETNLB","84666","NM_032579","resistin like beta"
"ENSG00000163516","ENSG00000163516","ANKZF1","55139","NM_001042410","ankyrin repeat and zinc finger domain containing 1"
"ENSG00000163517","ENSG00000163517","HDAC11","79885","NM_001136041","histone deacetylase 11"
"ENSG00000163518","ENSG00000163518","FCRL4","83417","NM_031282","Fc receptor like 4"
"ENSG00000163519","ENSG00000163519","TRAT1","50852","NM_001317747","T cell receptor associated transmembrane adaptor 1"
"ENSG00000163520","ENSG00000163520","FBLN2","2199","NM_001004019","fibulin 2"
"ENSG00000163521","ENSG00000163521","GLB1L","79411","NM_001286423","galactosidase beta 1 like"
"ENSG00000163527","ENSG00000163527","STT3B","201595","NM_178862","STT3B, catalytic subunit of the oligosaccharyltransferase complex"
"ENSG00000163528","ENSG00000163528","CHCHD4","131474","NM_001098502","coiled-coil-helix-coiled-coil-helix domain containing 4"
"ENSG00000163530","ENSG00000163530","DPPA2","151871","NM_138815","developmental pluripotency associated 2"
"ENSG00000163531","ENSG00000163531","NFASC","23114","NM_001005387","neurofascin"
"ENSG00000163534","ENSG00000163534","FCRL1","115350","NM_001159397","Fc receptor like 1"
"ENSG00000163536","ENSG00000163536","SERPINI1","5274","NM_001122752","serpin family I member 1"
"ENSG00000163539","ENSG00000163539","CLASP2","23122","NM_001207044","cytoplasmic linker associated protein 2"
"ENSG00000163541","ENSG00000163541","SUCLG1","8802","NM_003849","succinate-CoA ligase alpha subunit"
"ENSG00000163545","ENSG00000163545","NUAK2","81788","NM_030952","NUAK family kinase 2"
"ENSG00000163554","ENSG00000163554","SPTA1","6708","NM_003126","spectrin alpha, erythrocytic 1"
"ENSG00000163558","ENSG00000163558","PRKCI","5584","NM_002740","protein kinase C iota"
"ENSG00000163563","ENSG00000163563","MNDA","4332","NM_002432","myeloid cell nuclear differentiation antigen"
"ENSG00000163564","ENSG00000163564","PYHIN1","149628","NM_152501","pyrin and HIN domain family member 1"
"ENSG00000163565","ENSG00000163565","IFI16","3428","NM_001206567","interferon gamma inducible protein 16"
"ENSG00000163568","ENSG00000163568","AIM2","9447","NM_001348247","absent in melanoma 2"
"ENSG00000163576","ENSG00000163576","EFHB","151651","NM_001330688","EF-hand domain family member B"
"ENSG00000163577","ENSG00000163577","EIF5A2","56648","NM_020390","eukaryotic translation initiation factor 5A2"
"ENSG00000163581","ENSG00000163581","SLC2A2","6514","NM_000340","solute carrier family 2 member 2"
"ENSG00000163584","ENSG00000163584","RPL22L1","200916","NM_001099645","ribosomal protein L22 like 1"
"ENSG00000163586","ENSG00000163586","FABP1","2168","NM_001443","fatty acid binding protein 1"
"ENSG00000163590","ENSG00000163590","PPM1L","151742","NM_001317911","protein phosphatase, Mg2+/Mn2+ dependent 1L"
"ENSG00000163596","ENSG00000163596","ICA1L","130026","NM_001288622","islet cell autoantigen 1 like"
"ENSG00000163597","ENSG00000163597","SNHG16","100507246","NR_038108","small nucleolar RNA host gene 16"
"ENSG00000163599","ENSG00000163599","CTLA4","1493","NM_001037631","cytotoxic T-lymphocyte associated protein 4"
"ENSG00000163600","ENSG00000163600","ICOS","29851","NM_012092","inducible T cell costimulator"
"ENSG00000163602","ENSG00000163602","RYBP","23429","NM_012234","RING1 and YY1 binding protein"
"ENSG00000163605","ENSG00000163605","PPP4R2","151987","NM_001318025","protein phosphatase 4 regulatory subunit 2"
"ENSG00000163606","ENSG00000163606","CD200R1","131450","NM_138806","CD200 receptor 1"
"ENSG00000163607","ENSG00000163607","GTPBP8","29083","NM_001008235","GTP binding protein 8 (putative)"
"ENSG00000163611","ENSG00000163611","SPICE1","152185","NM_001331078","spindle and centriole associated protein 1"
"ENSG00000163618","ENSG00000163618","CADPS","8618","NM_003716","calcium dependent secretion activator"
"ENSG00000163623","ENSG00000163623","NKX6-1","4825","NM_006168","NK6 homeobox 1"
"ENSG00000163624","ENSG00000163624","CDS1","1040","NM_001263","CDP-diacylglycerol synthase 1"
"ENSG00000163625","ENSG00000163625","WDFY3","23001","NM_014991","WD repeat and FYVE domain containing 3"
"ENSG00000163626","ENSG00000163626","COX18","285521","NM_001033760","cytochrome c oxidase assembly factor COX18"
"ENSG00000163629","ENSG00000163629","PTPN13","5783","NM_006264","protein tyrosine phosphatase, non-receptor type 13"
"ENSG00000163630","ENSG00000163630","SYNPR","132204","NM_001130003","synaptoporin"
"ENSG00000163631","ENSG00000163631","ALB","213","NM_000477","albumin"
"ENSG00000163632","ENSG00000163632","C3orf49","132200","NM_001355236","chromosome 3 open reading frame 49"
"ENSG00000163633","ENSG00000163633","C4orf36","132989","NM_144645","chromosome 4 open reading frame 36"
"ENSG00000163634","ENSG00000163634","THOC7","80145","NM_001285387","THO complex 7"
"ENSG00000163635","ENSG00000163635","ATXN7","6314","NM_000333","ataxin 7"
"ENSG00000163636","ENSG00000163636","PSMD6","9861","NM_001271779","proteasome 26S subunit, non-ATPase 6"
"ENSG00000163637","ENSG00000163637","PRICKLE2","166336","NM_198859","prickle planar cell polarity protein 2"
"ENSG00000163638","ENSG00000163638","ADAMTS9","56999","NM_001318781","ADAM metallopeptidase with thrombospondin type 1 motif 9"
"ENSG00000163644","ENSG00000163644","PPM1K","152926","NM_152542","protein phosphatase, Mg2+/Mn2+ dependent 1K"
"ENSG00000163646","ENSG00000163646","CLRN1","7401","NM_001195794","clarin 1"
"ENSG00000163655","ENSG00000163655","GMPS","8833","NM_003875","guanine monophosphate synthase"
"ENSG00000163659","ENSG00000163659","TIPARP","25976","NM_001184717","TCDD inducible poly(ADP-ribose) polymerase"
"ENSG00000163660","ENSG00000163660","CCNL1","57018","NM_001308185","cyclin L1"
"ENSG00000163661","ENSG00000163661","PTX3","5806","NM_002852","pentraxin 3"
"ENSG00000163666","ENSG00000163666","HESX1","8820","NM_003865","HESX homeobox 1"
"ENSG00000163673","ENSG00000163673","DCLK3","85443","NM_033403","doublecortin like kinase 3"
"ENSG00000163681","ENSG00000163681","SLMAP","7871","NM_001304420","sarcolemma associated protein"
"ENSG00000163682","ENSG00000163682","RPL9","6133","NM_000661","ribosomal protein L9"
"ENSG00000163683","ENSG00000163683","SMIM14","201895","NM_001317896","small integral membrane protein 14"
"ENSG00000163684","ENSG00000163684","RPP14","11102","NM_001098783","ribonuclease P/MRP subunit p14"
"ENSG00000163686","ENSG00000163686","ABHD6","57406","NM_001320126","abhydrolase domain containing 6"
"ENSG00000163687","ENSG00000163687","DNASE1L3","1776","NM_001256560","deoxyribonuclease 1 like 3"
"ENSG00000163689","ENSG00000163689","C3orf67","200844","NM_001351530","chromosome 3 open reading frame 67"
"ENSG00000163694","ENSG00000163694","RBM47","54502","NM_001098634","RNA binding motif protein 47"
"ENSG00000163697","ENSG00000163697","APBB2","323","NM_001166050","amyloid beta precursor protein binding family B member 2"
"ENSG00000163701","ENSG00000163701","IL17RE","132014","NM_001193380","interleukin 17 receptor E"
"ENSG00000163702","ENSG00000163702","IL17RC","84818","NM_001203263","interleukin 17 receptor C"
"ENSG00000163703","ENSG00000163703","CRELD1","78987","NM_001031717","cysteine rich with EGF like domains 1"
"ENSG00000163704","ENSG00000163704","PRRT3","285368","NM_001318871","proline rich transmembrane protein 3"
"ENSG00000163705","ENSG00000163705","FANCD2OS","115795","NM_001164839","FANCD2 opposite strand"
"ENSG00000163710","ENSG00000163710","PCOLCE2","26577","NM_013363","procollagen C-endopeptidase enhancer 2"
"ENSG00000163714","ENSG00000163714","U2SURP","23350","NM_001080415","U2 snRNP associated SURP domain containing"
"ENSG00000163719","ENSG00000163719","MTMR14","64419","NM_001077525","myotubularin related protein 14"
"ENSG00000163728","ENSG00000163728","TTC14","151613","NM_001042601","tetratricopeptide repeat domain 14"
"ENSG00000163734","ENSG00000163734","CXCL3","2921","NM_002090","C-X-C motif chemokine ligand 3"
"ENSG00000163735","ENSG00000163735","CXCL5","6374","NM_002994","C-X-C motif chemokine ligand 5"
"ENSG00000163736","ENSG00000163736","PPBP","5473","NM_002704","pro-platelet basic protein"
"ENSG00000163737","ENSG00000163737","PF4","5196","NM_001363352","platelet factor 4"
"ENSG00000163738","ENSG00000163738","MTHFD2L","441024","NM_001004346","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like"
"ENSG00000163739","ENSG00000163739","CXCL1","2919","NM_001511","C-X-C motif chemokine ligand 1"
"ENSG00000163743","ENSG00000163743","RCHY1","25898","NM_001008925","ring finger and CHY zinc finger domain containing 1"
"ENSG00000163746","ENSG00000163746","PLSCR2","57047","NM_001199978","phospholipid scramblase 2"
"ENSG00000163749","ENSG00000163749","CCDC158","339965","NM_001042784","coiled-coil domain containing 158"
"ENSG00000163751","ENSG00000163751","CPA3","1359","NM_001870","carboxypeptidase A3"
"ENSG00000163754","ENSG00000163754","GYG1","2992","NM_001184720","glycogenin 1"
"ENSG00000163755","ENSG00000163755","HPS3","84343","NM_001308258","HPS3, biogenesis of lysosomal organelles complex 2 subunit 1"
"ENSG00000163762","ENSG00000163762","TM4SF18","116441","NM_001184723","transmembrane 4 L six family member 18"
"ENSG00000163781","ENSG00000163781","TOPBP1","11073","NM_001363889","DNA topoisomerase II binding protein 1"
"ENSG00000163785","ENSG00000163785","RYK","6259","NM_001005861","receptor-like tyrosine kinase"
"ENSG00000163788","ENSG00000163788","SNRK","54861","NM_001100594","SNF related kinase"
"ENSG00000163792","ENSG00000163792","TCF23","150921","NM_175769","transcription factor 23"
"ENSG00000163793","ENSG00000163793","DNAJC5G","285126","NM_001303127","DnaJ heat shock protein family (Hsp40) member C5 gamma"
"ENSG00000163794","ENSG00000163794","UCN","7349","NM_003353","urocortin"
"ENSG00000163795","ENSG00000163795","ZNF513","130557","NM_001201459","zinc finger protein 513"
"ENSG00000163798","ENSG00000163798","SLC4A1AP","22950","NM_018158","solute carrier family 4 member 1 adaptor protein"
"ENSG00000163803","ENSG00000163803","PLB1","151056","NM_001170585","phospholipase B1"
"ENSG00000163806","ENSG00000163806","SPDYA","245711","NM_001008779","speedy/RINGO cell cycle regulator family member A"
"ENSG00000163807","ENSG00000163807","KIAA1143","57456","NM_001320334","KIAA1143"
"ENSG00000163808","ENSG00000163808","KIF15","56992","NM_020242","kinesin family member 15"
"ENSG00000163810","ENSG00000163810","TGM4","7047","NM_003241","transglutaminase 4"
"ENSG00000163811","ENSG00000163811","WDR43","23160","NM_015131","WD repeat domain 43"
"ENSG00000163812","ENSG00000163812","ZDHHC3","51304","NM_001135179","zinc finger DHHC-type containing 3"
"ENSG00000163814","ENSG00000163814","CDCP1","64866","NM_022842","CUB domain containing protein 1"
"ENSG00000163815","ENSG00000163815","CLEC3B","7123","NM_001308394","C-type lectin domain family 3 member B"
"ENSG00000163817","ENSG00000163817","SLC6A20","54716","NM_020208","solute carrier family 6 member 20"
"ENSG00000163818","ENSG00000163818","LZTFL1","54585","NM_001276378","leucine zipper transcription factor like 1"
"ENSG00000163820","ENSG00000163820","FYCO1","79443","NM_024513","FYVE and coiled-coil domain containing 1"
"ENSG00000163823","ENSG00000163823","CCR1","1230","NM_001295","C-C motif chemokine receptor 1"
"ENSG00000163825","ENSG00000163825","RTP3","83597","NM_031440","receptor transporter protein 3"
"ENSG00000163827","ENSG00000163827","LRRC2","79442","NM_024512","leucine rich repeat containing 2"
"ENSG00000163832","ENSG00000163832","ELP6","54859","NM_001031703","elongator acetyltransferase complex subunit 6"
"ENSG00000163833","ENSG00000163833","FBXO40","51725","NM_016298","F-box protein 40"
"ENSG00000163840","ENSG00000163840","DTX3L","151636","NM_138287","deltex E3 ubiquitin ligase 3L"
"ENSG00000163848","ENSG00000163848","ZNF148","7707","NM_001348424","zinc finger protein 148"
"ENSG00000163864","ENSG00000163864","NMNAT3","349565","NM_001200047","nicotinamide nucleotide adenylyltransferase 3"
"ENSG00000163866","ENSG00000163866","SMIM12","113444","NM_001164824","small integral membrane protein 12"
"ENSG00000163867","ENSG00000163867","ZMYM6","9204","NM_007167","zinc finger MYM-type containing 6"
"ENSG00000163870","ENSG00000163870","TPRA1","131601","NM_001136053","transmembrane protein adipocyte associated 1"
"ENSG00000163872","ENSG00000163872","YEATS2","55689","NM_001351369","YEATS domain containing 2"
"ENSG00000163873","ENSG00000163873","GRIK3","2899","NM_000831","glutamate ionotropic receptor kainate type subunit 3"
"ENSG00000163874","ENSG00000163874","ZC3H12A","80149","NM_001323550","zinc finger CCCH-type containing 12A"
"ENSG00000163875","ENSG00000163875","MEAF6","64769","NM_001270875","MYST/Esa1 associated factor 6"
"ENSG00000163877","ENSG00000163877","SNIP1","79753","NM_024700","Smad nuclear interacting protein 1"
"ENSG00000163879","ENSG00000163879","DNALI1","7802","NM_003462","dynein axonemal light intermediate chain 1"
"ENSG00000163882","ENSG00000163882","POLR2H","5437","NM_001278698","RNA polymerase II subunit H"
"ENSG00000163884","ENSG00000163884","KLF15","28999","NM_014079","Kruppel like factor 15"
"ENSG00000163888","ENSG00000163888","CAMK2N2","94032","NM_033259","calcium/calmodulin dependent protein kinase II inhibitor 2"
"ENSG00000163898","ENSG00000163898","LIPH","200879","NM_139248","lipase H"
"ENSG00000163900","ENSG00000163900","TMEM41A","90407","NM_080652","transmembrane protein 41A"
"ENSG00000163902","ENSG00000163902","RPN1","6184","NM_002950","ribophorin I"
"ENSG00000163904","ENSG00000163904","SENP2","59343","NM_021627","SUMO specific peptidase 2"
"ENSG00000163909","ENSG00000163909","HEYL","26508","NM_014571","hes related family bHLH transcription factor with YRPW motif-like"
"ENSG00000163913","ENSG00000163913","IFT122","55764","NM_001280541","intraflagellar transport 122"
"ENSG00000163914","ENSG00000163914","RHO","6010","NM_000539","rhodopsin"
"ENSG00000163918","ENSG00000163918","RFC4","5984","NM_002916","replication factor C subunit 4"
"ENSG00000163923","ENSG00000163923","RPL39L","116832","NM_052969","ribosomal protein L39 like"
"ENSG00000163930","ENSG00000163930","BAP1","8314","NM_004656","BRCA1 associated protein 1"
"ENSG00000163931","ENSG00000163931","TKT","7086","NM_001064","transketolase"
"ENSG00000163932","ENSG00000163932","PRKCD","5580","NM_001316327","protein kinase C delta"
"ENSG00000163933","ENSG00000163933","RFT1","91869","NM_052859","RFT1 homolog"
"ENSG00000163935","ENSG00000163935","SFMBT1","51460","NM_001005158","Scm like with four mbt domains 1"
"ENSG00000163938","ENSG00000163938","GNL3","26354","NM_014366","G protein nucleolar 3"
"ENSG00000163939","ENSG00000163939","PBRM1","55193","NM_001350074","polybromo 1"
"ENSG00000163945","ENSG00000163945","UVSSA","57654","NM_001317934","UV stimulated scaffold protein A"
"ENSG00000163946","ENSG00000163946","FAM208A","23272","NM_001112736","family with sequence similarity 208 member A"
"ENSG00000163947","ENSG00000163947","ARHGEF3","50650","NM_001128615","Rho guanine nucleotide exchange factor 3"
"ENSG00000163950","ENSG00000163950","SLBP","7884","NM_001306074","stem-loop binding protein"
"ENSG00000163956","ENSG00000163956","LRPAP1","4043","NM_002337","LDL receptor related protein associated protein 1"
"ENSG00000163958","ENSG00000163958","ZDHHC19","131540","NM_001039617","zinc finger DHHC-type containing 19"
"ENSG00000163959","ENSG00000163959","SLC51A","200931","NM_152672","solute carrier family 51 alpha subunit"
"ENSG00000163960","ENSG00000163960","UBXN7","26043","NM_015562","UBX domain protein 7"
"ENSG00000163961","ENSG00000163961","RNF168","165918","NM_152617","ring finger protein 168"
"ENSG00000163964","ENSG00000163964","PIGX","54965","NM_001166304","phosphatidylinositol glycan anchor biosynthesis class X"
"ENSG00000163982","ENSG00000163982","OTOP1","133060","NM_177998","otopetrin 1"
"ENSG00000163993","ENSG00000163993","S100P","6286","NM_005980","S100 calcium binding protein P"
"ENSG00000163995","ENSG00000163995","ABLIM2","84448","NM_001130083","actin binding LIM protein family member 2"
"ENSG00000164002","ENSG00000164002","EXO5","64789","NM_001346946","exonuclease 5"
"ENSG00000164007","ENSG00000164007","CLDN19","149461","NM_001123395","claudin 19"
"ENSG00000164008","ENSG00000164008","C1orf50","79078","NM_024097","chromosome 1 open reading frame 50"
"ENSG00000164010","ENSG00000164010","ERMAP","114625","NM_001017922","erythroblast membrane associated protein (Scianna blood group)"
"ENSG00000164011","ENSG00000164011","ZNF691","51058","NM_001242739","zinc finger protein 691"
"ENSG00000164022","ENSG00000164022","AIMP1","9255","NM_001142415","aminoacyl tRNA synthetase complex interacting multifunctional protein 1"
"ENSG00000164023","ENSG00000164023","SGMS2","166929","NM_001136257","sphingomyelin synthase 2"
"ENSG00000164024","ENSG00000164024","METAP1","23173","NM_015143","methionyl aminopeptidase 1"
"ENSG00000164031","ENSG00000164031","DNAJB14","79982","NM_001031723","DnaJ heat shock protein family (Hsp40) member B14"
"ENSG00000164032","ENSG00000164032","H2AFZ","3015","NM_002106","H2A histone family member Z"
"ENSG00000164035","ENSG00000164035","EMCN","51705","NM_001159694","endomucin"
"ENSG00000164037","ENSG00000164037","SLC9B1","150159","NM_001100874","solute carrier family 9 member B1"
"ENSG00000164038","ENSG00000164038","SLC9B2","133308","NM_001300754","solute carrier family 9 member B2"
"ENSG00000164039","ENSG00000164039","BDH2","56898","NM_020139","3-hydroxybutyrate dehydrogenase 2"
"ENSG00000164040","ENSG00000164040","PGRMC2","10424","NM_006320","progesterone receptor membrane component 2"
"ENSG00000164045","ENSG00000164045","CDC25A","993","NM_001789","cell division cycle 25A"
"ENSG00000164047","ENSG00000164047","CAMP","820","NM_004345","cathelicidin antimicrobial peptide"
"ENSG00000164048","ENSG00000164048","ZNF589","51385","NM_016089","zinc finger protein 589"
"ENSG00000164049","ENSG00000164049","FBXW12","285231","NM_001159927","F-box and WD repeat domain containing 12"
"ENSG00000164050","ENSG00000164050","PLXNB1","5364","NM_001130082","plexin B1"
"ENSG00000164051","ENSG00000164051","CCDC51","79714","NM_001256964","coiled-coil domain containing 51"
"ENSG00000164053","ENSG00000164053","ATRIP","84126","NM_001271022","ATR interacting protein"
"ENSG00000164054","ENSG00000164054","SHISA5","51246","NM_001272065","shisa family member 5"
"ENSG00000164056","ENSG00000164056","SPRY1","10252","NM_001258038","sprouty RTK signaling antagonist 1"
"ENSG00000164061","ENSG00000164061","BSN","8927","NM_003458","bassoon presynaptic cytomatrix protein"
"ENSG00000164062","ENSG00000164062","APEH","327","NM_001640","acylaminoacyl-peptide hydrolase"
"ENSG00000164066","ENSG00000164066","INTU","27152","NM_015693","inturned planar cell polarity protein"
"ENSG00000164068","ENSG00000164068","RNF123","63891","NM_022064","ring finger protein 123"
"ENSG00000164070","ENSG00000164070","HSPA4L","22824","NM_001317381","heat shock protein family A (Hsp70) member 4 like"
"ENSG00000164073","ENSG00000164073","MFSD8","256471","NM_001363520","major facilitator superfamily domain containing 8"
"ENSG00000164076","ENSG00000164076","CAMKV","79012","NM_001320147","CaM kinase like vesicle associated"
"ENSG00000164077","ENSG00000164077","MON1A","84315","NM_001142501","MON1 homolog A, secretory trafficking associated"
"ENSG00000164078","ENSG00000164078","MST1R","4486","NM_001244937","macrophage stimulating 1 receptor"
"ENSG00000164080","ENSG00000164080","RAD54L2","23132","NM_001322253","RAD54 like 2"
"ENSG00000164081","ENSG00000164081","TEX264","51368","NM_001129884","testis expressed 264"
"ENSG00000164082","ENSG00000164082","GRM2","2912","NM_000839","glutamate metabotropic receptor 2"
"ENSG00000164086","ENSG00000164086","DUSP7","1849","NM_001947","dual specificity phosphatase 7"
"ENSG00000164087","ENSG00000164087","POC1A","25886","NM_001161580","POC1 centriolar protein A"
"ENSG00000164088","ENSG00000164088","PPM1M","132160","NM_001122870","protein phosphatase, Mg2+/Mn2+ dependent 1M"
"ENSG00000164091","ENSG00000164091","WDR82","80335","NM_025222","WD repeat domain 82"
"ENSG00000164093","ENSG00000164093","PITX2","5308","NM_000325","paired like homeodomain 2"
"ENSG00000164096","ENSG00000164096","C4orf3","401152","NM_001001701","chromosome 4 open reading frame 3"
"ENSG00000164099","ENSG00000164099","PRSS12","8492","NM_003619","serine protease 12"
"ENSG00000164100","ENSG00000164100","NDST3","9348","NM_004784","N-deacetylase and N-sulfotransferase 3"
"ENSG00000164104","ENSG00000164104","HMGB2","3148","NM_001130688","high mobility group box 2"
"ENSG00000164105","ENSG00000164105","SAP30","8819","NM_003864","Sin3A associated protein 30"
"ENSG00000164106","ENSG00000164106","SCRG1","11341","NM_001329597","stimulator of chondrogenesis 1"
"ENSG00000164107","ENSG00000164107","HAND2","9464","NM_021973","heart and neural crest derivatives expressed 2"
"ENSG00000164109","ENSG00000164109","MAD2L1","4085","NM_002358","mitotic arrest deficient 2 like 1"
"ENSG00000164111","ENSG00000164111","ANXA5","308","NM_001154","annexin A5"
"ENSG00000164112","ENSG00000164112","TMEM155","132332","NM_001317837","transmembrane protein 155"
"ENSG00000164113","ENSG00000164113","ADAD1","132612","NM_001159285","adenosine deaminase domain containing 1"
"ENSG00000164114","ENSG00000164114","MAP9","79884","NM_001039580","microtubule associated protein 9"
"ENSG00000164117","ENSG00000164117","FBXO8","26269","NM_012180","F-box protein 8"
"ENSG00000164118","ENSG00000164118","CEP44","80817","NM_001040157","centrosomal protein 44"
"ENSG00000164120","ENSG00000164120","HPGD","3248","NM_000860","15-hydroxyprostaglandin dehydrogenase"
"ENSG00000164122","ENSG00000164122","ASB5","140458","NM_080874","ankyrin repeat and SOCS box containing 5"
"ENSG00000164123","ENSG00000164123","C4orf45","152940","NM_152543","chromosome 4 open reading frame 45"
"ENSG00000164124","ENSG00000164124","TMEM144","55314","NM_018342","transmembrane protein 144"
"ENSG00000164125","ENSG00000164125","FAM198B","51313","NM_001031700","family with sequence similarity 198 member B"
"ENSG00000164128","ENSG00000164128","NPY1R","4886","NM_000909","neuropeptide Y receptor Y1"
"ENSG00000164129","ENSG00000164129","NPY5R","4889","NM_001317091","neuropeptide Y receptor Y5"
"ENSG00000164134","ENSG00000164134","NAA15","80155","NM_057175","N(alpha)-acetyltransferase 15, NatA auxiliary subunit"
"ENSG00000164136","ENSG00000164136","IL15","3600","NM_000585","interleukin 15"
"ENSG00000164142","ENSG00000164142","FAM160A1","729830","NM_001109977","family with sequence similarity 160 member A1"
"ENSG00000164144","ENSG00000164144","ARFIP1","27236","NM_001025593","ADP ribosylation factor interacting protein 1"
"ENSG00000164161","ENSG00000164161","HHIP","64399","NM_022475","hedgehog interacting protein"
"ENSG00000164162","ENSG00000164162","ANAPC10","10393","NM_001256706","anaphase promoting complex subunit 10"
"ENSG00000164163","ENSG00000164163","ABCE1","6059","NM_001040876","ATP binding cassette subfamily E member 1"
"ENSG00000164164","ENSG00000164164","OTUD4","54726","NM_001102653","OTU deubiquitinase 4"
"ENSG00000164167","ENSG00000164167","LSM6","11157","NM_007080","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated"
"ENSG00000164168","ENSG00000164168","TMEM184C","55751","NM_018241","transmembrane protein 184C"
"ENSG00000164171","ENSG00000164171","ITGA2","3673","NM_002203","integrin subunit alpha 2"
"ENSG00000164172","ENSG00000164172","MOCS2","4338","NM_004531","molybdenum cofactor synthesis 2"
"ENSG00000164175","ENSG00000164175","SLC45A2","51151","NM_001012509","solute carrier family 45 member 2"
"ENSG00000164176","ENSG00000164176","EDIL3","10085","NM_001278642","EGF like repeats and discoidin domains 3"
"ENSG00000164180","ENSG00000164180","TMEM161B","153396","NM_001289007","transmembrane protein 161B"
"ENSG00000164181","ENSG00000164181","ELOVL7","79993","NM_001104558","ELOVL fatty acid elongase 7"
"ENSG00000164182","ENSG00000164182","NDUFAF2","91942","NM_174889","NADH:ubiquinone oxidoreductase complex assembly factor 2"
"ENSG00000164185","ENSG00000164185","ZNF474","133923","NM_207317","zinc finger protein 474"
"ENSG00000164187","ENSG00000164187","LMBRD2","92255","NM_001007527","LMBR1 domain containing 2"
"ENSG00000164188","ENSG00000164188","RANBP3L","202151","NM_001161429","RAN binding protein 3 like"
"ENSG00000164190","ENSG00000164190","NIPBL","25836","NM_015384","NIPBL, cohesin loading factor"
